2000 40000
384 537 29033
1952 731 36931
96 950 8914
1518 1308 9012
490 615 4723
1190 562 23601
1172 1418 35858
1316 493 21284
1323 78 30364
1561 290 6108
131 1026 24996
1163 977 39726
94 1424 28675
1359 1293 12334
370 1782 14948
1092 972 5862
1044 495 27279
1253 1810 10123
536 1484 8200
1251 1045 16489
1358 1175 33866
354 690 25195
431 1135 618
1106 493 2263
1791 1214 14044
1091 657 7367
952 1700 33862
230 1304 23
704 1840 15507
903 1442 14903
1743 800 28429
1961 1505 5118
1155 1935 18252
124 1392 33096
386 1535 22309
430 625 23317
1796 1928 27016
9 157 14672
384 860 14863
1890 114 14304
1144 1856 15455
1572 1816 3311
690 1322 17598
1293 1446 3341
389 1831 12875
697 612 13851
14 760 15778
1381 768 2286
52 1151 23497
1266 1392 7610
1570 887 3818
1376 459 5985
687 1148 39307
284 440 20752
1624 828 28934
851 1877 1546
701 242 22305
479 1622 1424
764 26 18927
261 1291 6670
222 1212 19557
39 588 6015
376 1626 7514
1682 1909 2305
785 1884 23485
1718 734 9713
1615 1435 27954
271 265 21575
1695 1380 37952
973 1640 15595
1642 214 8806
1550 604 25745
1916 979 29722
1429 1012 1982
86 148 25866
1922 218 30599
1634 1832 26385
1587 103 32649
1513 149 8029
1465 1473 16020
1411 1466 20585
568 1016 29189
665 931 519
386 712 17531
368 1149 10030
233 1070 14247
1183 703 28079
1568 641 26533
568 153 11033
596 1969 505
968 1379 34322
1552 299 19337
740 963 30620
1611 1348 35683
1493 67 33183
1522 651 10252
1769 1834 9306
199 1753 21946
1083 320 22450
115 1268 8771
971 235 36501
1292 138 30799
981 1230 13761
1952 840 11461
1986 332 29527
1168 1853 10178
1419 1973 20363
1076 523 10115
1373 1605 4786
1822 71 16053
944 1393 12639
1445 1037 18777
243 17 20006
356 320 13197
1816 305 19528
1694 1472 1732
223 1242 14057
585 317 4579
1051 41 36184
1837 214 32606
1889 1158 37999
880 602 3035
1656 1196 23403
13 1551 9722
1209 1718 34026
1088 1764 5849
1171 1986 19090
1227 571 35758
158 1621 37798
693 1809 4011
1298 1698 19520
1648 577 8121
682 584 33317
84 948 25219
157 508 38937
182 1595 16700
382 1117 5037
1471 696 31607
1580 853 15580
1729 1545 5388
92 1194 13437
1611 842 12365
84 1523 17300
1752 1959 8247
970 115 34754
258 649 32700
957 1030 3817
346 853 38512
1952 784 17716
1883 513 21260
1623 604 34453
1411 566 11646
1776 649 3169
1075 400 21479
1674 1722 39945
779 1979 12593
1479 1288 17975
1647 1633 35179
510 1936 19962
225 1819 6474
1836 1793 31429
640 1203 34347
286 1330 26995
1806 757 31747
1636 430 37468
1580 1208 39446
525 1038 10733
499 1036 32717
1677 1545 20653
1990 121 22823
464 1956 4615
244 948 12169
590 1585 21499
1937 1390 6255
35 1025 14684
1502 956 34243
1299 1480 17633
384 1978 8668
1100 6 2213
1752 1996 8685
926 811 16641
1540 1054 5940
61 1996 35524
1559 284 21265
1813 318 28289
848 1819 9244
1442 1469 16724
1074 1852 25053
1742 1304 29411
306 1407 13406
990 333 12568
1982 1872 21973
1921 1932 35968
1444 1842 34251
708 6 4920
1348 853 29090
944 295 22559
19 1368 28762
1071 1461 4065
833 1766 5472
238 756 15804
805 737 36027
778 1010 38311
1097 805 4152
1700 1865 16158
619 1212 5362
1709 507 6008
619 525 35728
1380 1948 23188
1797 780 6954
1268 1370 32061
1071 526 35149
1449 1655 22158
1759 752 24963
263 803 24827
772 1773 6390
133 1833 18897
141 451 31773
220 183 30072
1407 1979 3204
712 1598 4573
1124 668 39450
273 468 17105
430 579 6208
1392 841 1010
570 1612 39134
960 96 36967
208 588 13417
332 807 29951
404 566 17929
1607 1629 15526
531 753 38545
1980 1025 39365
1436 1806 19943
1643 1550 17135
1004 119 10746
138 1430 35193
1104 1989 23781
872 321 4939
823 1076 1856
1103 682 21485
981 1564 12237
1877 1543 5613
1241 1331 27418
1535 973 18967
669 1977 1438
1766 466 21219
959 1569 17208
1091 792 13880
381 1966 4955
237 1421 29988
73 401 13551
661 629 31445
273 222 20775
42 1756 24100
1361 777 2428
1150 542 34893
368 1852 34813
1927 942 15604
1806 1675 39922
1112 1911 9342
1099 1983 12094
1001 995 6722
446 1267 25295
1572 1660 15051
1671 1372 25827
98 521 24720
1342 1241 10572
154 1167 39865
110 1325 37539
31 436 1801
1372 1887 34135
1465 887 23129
538 1684 10747
1833 1608 24407
1235 1278 32130
1413 1728 2651
132 1069 29891
1055 1223 7409
1272 1684 32733
810 1714 27169
963 1437 13407
1097 1253 12293
578 1790 4329
1324 1974 13936
82 1560 21565
212 972 33292
1214 1456 36713
1456 862 30287
864 133 25970
1597 1295 23683
1117 257 25471
523 1705 10723
1167 282 22512
1495 1958 38838
1782 39 38397
1347 602 39721
990 1815 31176
1702 1270 12389
340 486 30522
309 82 35816
343 1550 26424
1813 424 128
535 1942 12762
1399 1789 38719
588 1570 15109
984 1268 17711
1056 258 1877
583 311 37499
972 651 11984
1493 1311 34417
1660 1654 8318
83 1818 30741
562 705 23034
1323 455 36822
41 1042 2392
1150 377 17659
1212 1433 35916
1088 15 6579
938 986 7229
921 830 16539
1689 841 14544
6 1275 30362
1098 1837 31066
132 1511 35520
953 1552 38913
1696 1053 3289
1355 264 4721
1622 1703 27088
200 641 10073
1780 1913 13255
319 1954 36095
1214 311 21370
1575 1761 5558
992 244 5068
863 1548 14971
1775 1244 14023
1064 950 12638
136 923 12693
1223 1475 11685
1648 1254 17949
1254 1924 25902
1348 1138 36565
1069 1064 4325
626 56 24920
1694 918 22467
664 1045 35710
1039 108 35011
28 595 16286
720 170 29760
404 1817 35365
705 1070 9641
958 769 7130
1522 1838 18193
198 815 26600
1117 508 27870
1584 1524 20914
1645 914 5373
1008 941 25967
1293 13 26136
1052 768 12304
768 1472 37725
408 430 18494
1889 1951 8683
82 501 17497
1033 1617 6357
902 1552 30232
167 1197 23145
1539 204 30437
1858 1496 28449
345 899 25217
649 18 38688
725 426 7469
1218 666 11772
252 1099 12272
101 132 33888
457 1385 11792
1040 1552 28988
536 1090 29543
972 947 37038
1421 1292 30288
637 292 8305
1676 1016 17082
1145 586 23748
916 1189 2846
1539 1289 17329
1778 97 18714
1569 1136 24265
556 1671 39354
98 995 2653
1487 415 20296
126 1403 24587
431 1430 5954
1864 926 26539
1963 1841 7728
1161 1379 3368
489 1157 23465
1202 725 10952
1466 1633 32623
1172 82 27969
176 1921 36383
471 46 32137
1409 828 17566
1362 1044 36492
253 1006 20684
332 166 22415
1699 655 31923
1163 208 20999
115 26 18631
1089 1197 7065
1057 1372 26985
1791 194 21382
279 1602 38562
196 963 15605
687 1215 12610
1723 1546 25128
489 1245 37782
411 759 18341
1409 1225 38366
392 665 13562
1808 73 19285
792 1863 39478
525 141 11431
1086 337 28394
690 1375 25960
1652 1449 15506
779 1937 33102
912 347 22212
1252 108 37437
1618 851 20453
1531 658 6526
1168 1449 28388
997 325 30881
428 1411 35217
821 452 26943
1132 103 30392
637 881 24328
90 144 37027
302 1396 13134
90 1365 3984
542 895 12993
1067 414 30793
1807 1411 35117
687 190 24527
255 1362 7331
1549 493 3433
292 1130 30666
972 1571 6809
1998 224 26556
1483 313 11920
1818 1207 9167
810 625 37580
1602 431 9342
718 1469 19531
1597 75 12892
927 1624 11737
711 1915 38866
1376 886 32788
537 1235 23012
1092 1069 3324
1012 886 26882
530 47 27507
461 1648 26289
1803 718 17758
1685 666 26184
929 1944 5807
665 1006 16074
1882 382 1311
669 1270 34898
32 361 9966
1708 1724 3204
589 253 31250
447 714 1250
736 868 28319
845 552 16984
1028 1832 7279
1187 496 6284
1260 729 1017
922 1750 38286
1819 1781 20999
137 1488 4722
1340 429 31327
589 875 18392
1838 1610 15259
156 454 34162
1491 1482 7994
769 668 24841
1405 279 39922
421 1552 9671
707 1723 33451
1705 1859 27291
778 1198 21719
104 138 36945
495 328 26555
105 483 37360
267 326 19193
612 1446 14212
1804 850 38490
1725 1271 2394
1747 329 28116
1550 33 1974
840 810 3523
910 1266 27660
1854 1760 31987
760 217 4822
120 483 3147
1312 1446 26944
1524 1601 9794
365 1326 25416
1110 1424 35744
1225 973 21776
1550 164 20937
1072 1073 28202
732 1279 18314
718 38 2882
1891 509 19716
1037 173 33161
1981 1696 20761
126 412 22438
1541 1522 7862
1284 1098 6834
1411 648 39350
699 1719 14422
1253 450 38052
1918 1520 20442
799 1410 38950
514 799 29122
1674 1131 5169
786 1256 5581
1576 1148 25454
1437 783 16551
622 193 17198
1971 1243 27269
745 495 38070
1148 412 1589
1589 1562 35351
539 75 26149
1660 100 33631
1181 886 34886
1113 813 4385
566 601 25167
1468 1574 31711
1018 1897 4953
286 641 9448
707 140 16211
296 1729 31773
1998 267 32199
146 278 14299
1776 1810 31536
1013 922 26348
1397 1839 2948
915 1307 4521
625 676 30417
1577 1313 11409
1376 19 25549
1939 666 13277
1711 663 9895
261 1160 4524
559 1287 2334
94 299 5255
441 47 35094
1740 961 24752
261 1585 27779
677 1514 35091
438 889 1109
1986 827 3775
1614 889 34789
1860 1150 3949
383 60 21235
1068 154 37886
323 946 21932
1768 686 31245
871 946 21181
649 1974 36694
91 763 3583
1551 748 10761
1677 713 10002
466 572 33503
414 955 15562
2000 374 27715
1885 1048 12661
169 815 13346
1413 37 30643
945 1037 14968
1639 1127 17731
1573 1030 20830
333 706 37543
686 1171 30466
188 1936 11420
1750 1936 8146
1464 172 33193
476 340 34360
173 104 36396
1167 1049 19785
135 1039 23263
1865 611 4292
1046 1295 2998
588 1981 10520
1054 168 30808
825 1917 5095
970 1733 11266
163 560 23958
522 733 34413
1269 251 23813
1053 385 28851
668 601 9461
959 1647 12756
308 586 8736
828 1991 27255
1635 1168 11172
1081 489 17256
346 1003 21815
655 1876 30899
1068 1145 35150
1232 549 5886
83 1216 839
1895 527 837
1002 834 39774
89 1661 31765
1344 1647 17284
867 727 11772
122 1425 4775
288 431 30650
1539 1850 2146
1040 1082 19047
1277 1516 24614
115 1410 23140
951 764 13974
1077 852 3986
841 547 23985
124 1413 39063
247 1886 20487
1021 174 21270
23 64 3119
168 1103 26200
1566 379 35715
180 846 37477
1319 148 4240
1644 1224 17443
1982 416 27990
1966 539 3402
1028 1138 33640
1867 158 24165
1488 532 2228
606 1052 35682
806 617 14060
872 1148 7257
700 467 23405
1291 462 18628
734 443 21044
1075 760 7934
828 140 31071
467 358 11581
631 1845 16464
1210 450 11515
891 1607 12132
951 831 35631
559 1530 36097
1963 821 12911
943 1906 17353
1986 980 22465
271 1807 34604
1694 626 26961
1626 1256 20805
89 466 15606
1956 1708 1213
439 658 6043
69 1569 23924
518 1531 22744
1428 473 12649
1132 810 17980
1596 1433 2139
199 1478 38764
1159 1103 28371
315 1543 13188
1921 1498 28896
1485 1936 5905
1879 357 31473
1802 874 5356
546 301 29828
1546 1432 34990
1878 1028 32422
16 1578 5899
1131 1089 3353
1853 1403 4895
1041 1675 14745
288 1511 5032
544 1389 11388
17 1191 26261
1724 88 22561
1551 1985 10345
540 214 15724
1313 581 33301
1211 1711 6389
563 1916 32144
1458 1308 6170
554 1595 9681
1585 138 1421
973 506 8963
1233 229 15050
146 132 21387
842 1023 9600
565 336 14533
217 1546 2243
958 461 26510
1453 270 27817
1622 823 31411
1654 407 35901
1427 1731 32758
389 1316 27339
1791 1461 9470
1177 654 6844
1128 1218 19179
1660 1786 5077
255 743 7889
764 547 36158
581 169 17332
343 174 90
243 1600 35821
1353 341 27136
691 131 32948
512 1659 23601
1355 786 11170
886 798 28955
314 1404 36050
202 167 24596
711 1099 37116
42 1794 39642
131 36 37241
303 1740 31581
1438 430 34063
385 1293 29721
337 648 20859
1506 1885 25656
461 198 39059
862 751 7577
1457 1461 39028
573 1854 4821
566 336 17208
1806 639 28948
1739 428 23729
153 1165 11022
1874 1501 34021
732 1007 31905
739 1819 2454
149 680 37204
77 488 5016
1104 1412 3221
276 1977 35556
1484 135 14194
783 225 2622
511 377 33786
1532 250 11286
1552 1333 22644
1808 71 16814
613 219 29845
168 296 6333
1183 1399 19744
403 27 26073
311 1510 26207
504 292 4431
1477 1154 34807
1262 686 23409
900 589 34741
1895 749 10812
709 1361 27030
553 1881 7325
1237 1415 27076
981 170 11102
1053 480 12963
1611 983 21606
41 460 20759
1199 73 17796
607 1324 6737
1348 1219 15837
159 1927 7549
1540 831 15429
865 68 844
292 1400 7013
1745 804 29492
1059 414 38826
664 454 37637
1774 4 16062
1570 611 25385
658 1958 4603
494 116 6881
42 1655 25712
1471 871 23779
666 1514 17178
1678 1610 31981
1521 668 14394
346 1683 5199
335 1457 39202
396 1378 19812
1780 387 18121
735 880 12236
1615 1273 18243
1326 1095 3465
1104 1760 31331
633 1437 32940
613 1309 17608
1358 7 39642
556 341 7098
110 736 6827
273 867 9213
394 1601 26444
981 1568 29717
1575 893 30811
1040 349 26923
370 981 28711
1661 1594 22020
1268 1303 2026
910 211 6366
359 320 7453
1186 944 30671
750 1337 624
1194 670 4191
1262 244 23435
424 1635 5783
1346 356 4764
57 17 8709
76 1636 32011
101 545 36221
818 1256 16892
622 793 33836
1644 1542 21524
267 1087 32193
809 700 437
244 1124 2423
26 469 36779
1141 525 12795
1849 952 24430
212 1404 31327
784 573 36934
1676 1194 11726
1863 1190 37619
1386 1456 21058
1931 265 31757
719 860 16880
1141 885 39701
1919 26 12577
1065 226 33881
1847 437 29284
1525 1221 34209
458 1248 23402
535 1110 12943
505 847 14399
1562 777 21015
1671 1495 19874
902 988 13110
954 906 5487
1531 323 5713
1411 521 38501
1046 45 20073
1254 854 3672
1008 1388 23133
1950 244 19980
700 1806 19108
1714 1828 24603
1939 729 31590
1401 1683 36847
887 1565 9521
951 1327 14041
1804 372 38085
1876 1626 31290
1900 633 12677
1032 934 8921
1011 1634 1078
119 1699 17257
1073 1638 34337
1014 1390 12019
212 276 31935
1733 1579 15261
125 1382 27633
562 1609 19610
1851 1508 18242
880 540 25527
152 1902 23160
1229 372 24859
837 1796 6848
1173 809 22237
1544 1373 32864
1478 1105 4442
739 1581 8175
723 142 27784
332 1993 23291
925 1224 14182
451 1375 24084
1963 955 28455
821 1791 8251
20 963 31411
608 506 14783
1471 1984 4239
265 1074 13820
439 148 34313
222 479 24305
1865 1755 25528
46 557 3254
481 519 2208
1288 1691 35998
1890 1710 18961
1300 317 35818
435 140 2153
673 404 13226
844 842 9373
1157 1416 10203
1813 1632 33957
1693 1677 18866
946 510 35384
1154 1797 17427
1503 1686 15488
815 1337 8157
633 1771 28296
785 796 36699
363 1639 37892
1735 1147 19659
290 960 5290
598 652 5319
1463 1597 3828
1199 1102 21976
625 605 28013
464 1771 13349
620 403 25472
915 1540 28619
1965 1902 257
209 1988 3756
1867 277 30715
1157 875 15718
475 689 5666
654 239 2768
629 863 35724
641 1327 3494
341 298 18249
164 1213 5788
782 1529 15689
1039 89 13676
1146 1956 6305
1860 1464 27531
1577 290 16219
1242 943 458
361 1571 37672
436 563 23350
1930 1255 5648
530 1419 9212
317 200 27092
5 1590 17181
32 735 35488
336 594 10951
1866 522 25240
85 116 38534
894 828 104
917 1264 7018
267 1545 36272
266 74 29690
1477 390 15890
568 746 27831
100 777 36566
1587 1113 25511
537 978 10385
128 1414 500
661 659 27679
1116 1576 14942
133 194 34838
757 459 32911
798 287 7652
1039 1206 18397
870 1306 31526
1435 1244 20638
1297 133 5967
1681 260 3733
532 921 10743
211 388 28318
1152 873 28863
342 1629 21673
1252 778 15959
1256 1817 31517
4 1038 9174
1529 824 24417
166 120 4549
485 1801 11161
217 332 10081
959 542 26820
1629 46 35692
843 739 25672
516 1990 26450
826 1597 6618
694 1601 37655
1867 1129 32478
636 1647 12949
1184 131 33101
344 699 13433
776 9 14326
1596 1989 10723
1639 832 37461
1311 1699 3803
1760 524 33751
377 1570 29351
383 1436 18480
1212 71 18126
160 1607 30608
1261 302 23306
1045 1430 3314
1722 1377 35303
797 1015 24486
257 325 36184
411 84 39059
162 812 24628
1864 1194 38416
343 757 24838
820 917 28444
1427 529 13098
1084 1573 28879
750 1646 26255
52 442 37269
889 1051 3946
1424 1461 36381
482 1974 21193
1462 1838 28738
1877 532 11495
1066 1704 18763
1510 1130 7291
959 566 23215
1837 1315 860
443 1718 27302
63 606 16352
8 29 8164
389 862 138
1933 323 14327
1022 551 32858
516 1617 26561
1630 1478 26043
920 788 14608
486 624 28274
1346 1418 25991
999 1480 28596
1350 1488 24976
1865 228 17837
354 160 24512
680 1181 7062
1890 49 23030
450 30 24507
844 1302 17294
1803 1787 30269
76 1484 9686
66 482 25518
1013 183 9005
1988 48 25584
177 401 23743
688 1081 21275
101 970 29675
1131 1771 27705
1989 615 19006
1635 769 23144
1903 845 4628
1941 910 27109
1810 1923 19644
1166 262 37691
749 438 30443
843 1125 15875
469 1226 26844
144 708 38967
200 696 1933
1205 330 6701
700 585 1545
1327 877 8807
788 686 17081
431 203 7694
473 951 2132
915 145 17608
790 613 21185
1985 756 35892
951 955 38940
1235 511 7621
288 1563 8557
184 889 11433
990 28 34470
422 458 6672
116 930 29974
599 1845 8118
206 986 38731
1743 970 27838
1986 273 3145
925 1507 20007
898 1794 21569
1454 1978 12458
1239 1319 8837
60 1741 1295
1084 208 16576
1057 806 12420
1527 1363 37405
257 1105 34727
446 1091 6999
1590 367 32505
1597 1264 30651
1517 1070 2980
326 308 38298
1163 367 26390
457 1450 14949
1032 859 6106
1804 385 17469
1560 993 22925
286 1438 22015
1284 1380 2734
141 1328 16349
1143 844 31418
122 1170 15725
771 332 92
1513 1140 23893
461 523 751
919 678 15135
387 238 18479
1663 875 5917
1678 159 9648
763 651 16975
1111 1793 5818
529 1914 21339
605 1036 36022
696 548 7513
941 1361 36036
1691 631 3065
1178 1017 33302
1656 679 34177
1924 708 12687
1571 1822 1337
897 933 27129
715 1813 9394
405 417 22781
427 1465 17329
291 405 37041
678 447 11671
1743 1976 35039
1044 1984 10069
1572 1907 35129
258 1830 32950
1946 726 16234
1426 1792 20046
819 549 16463
1600 1327 1927
1280 1617 36683
672 295 5129
694 37 35105
1732 1432 21440
152 1004 17346
1280 1613 21527
582 1559 14605
815 984 2396
861 155 38944
1675 106 270
1953 1385 10239
635 408 28533
115 1101 14569
1571 1184 34352
1010 1335 9355
708 967 24968
234 1548 38878
838 714 38213
1586 1926 32367
881 1952 472
1503 1904 36208
1741 890 12967
625 1005 26067
1193 927 23250
1544 1937 10937
1251 996 24255
570 1229 16154
1447 419 2867
1659 356 37145
378 1236 19096
1201 738 23352
1761 830 10241
727 1454 17597
794 998 524
395 894 16812
1683 144 159
1937 1065 19387
442 511 38157
1309 521 22512
805 1250 4100
1900 451 23189
1251 211 10019
1844 937 25824
1440 82 8822
315 477 29715
1478 511 14210
1636 800 27274
1375 1241 24136
1531 901 3008
395 1705 32610
846 1957 37060
34 1207 1622
404 1050 26558
228 842 6992
1401 1156 9820
1467 634 2330
1676 621 5129
1301 1995 30722
1788 1878 5622
1147 624 39679
1756 1469 35635
815 1854 16841
788 258 26243
1346 485 5084
689 237 26591
508 1703 27576
837 1378 4549
318 1030 20543
1039 1169 22772
1012 315 37395
690 423 21215
324 1589 1069
1517 377 23326
1759 74 30162
1194 762 30398
136 1269 10100
64 457 19829
612 774 3210
1154 1812 20730
278 824 39044
1672 1865 39818
887 189 27407
1955 1705 36135
1632 1815 16208
145 1360 10969
542 1495 26589
993 1558 29045
1173 521 19819
734 27 25982
1463 304 13157
858 1975 21022
676 1213 5210
434 1519 15266
568 1150 1080
775 1294 439
95 187 36285
683 1531 16195
1727 1055 24715
1897 1788 38741
1879 1250 1044
1387 108 25371
408 1135 16583
1969 1568 8454
1234 135 31603
665 1261 25249
1455 1355 19787
1740 37 21670
286 115 10724
1352 12 26512
445 242 9761
1840 1628 32220
1562 388 13706
497 356 25273
950 1942 19407
904 606 5019
504 61 373
291 152 24761
1960 789 30876
1035 140 31239
1546 936 11832
1659 776 25811
230 337 10550
1936 833 14906
1208 1782 3199
967 1038 23804
1985 1541 26216
710 1831 6719
1470 142 21507
697 1529 7999
287 1074 4934
118 1084 9709
281 1666 398
830 1601 37230
87 1160 1364
1285 478 4401
1089 815 27941
1656 1524 8124
375 993 6617
1881 42 30497
1879 328 33571
813 798 11006
873 1078 38671
1270 1907 6623
852 1994 23783
567 1278 22260
1319 718 7074
1611 374 14949
1734 1100 34294
703 980 12335
1199 1211 16662
1121 375 11811
479 1247 30888
1501 869 37147
124 72 5492
1906 638 22769
517 1956 21839
1943 1566 32564
891 1652 21663
1184 706 6994
1870 256 36556
884 1729 38930
694 207 16529
1582 1707 13397
1080 1830 15820
571 87 32457
1691 604 16764
1529 546 329
444 1788 20332
458 972 7037
1804 841 23645
359 1724 27373
1641 418 25579
169 351 9637
1917 1430 29819
1736 352 29905
544 42 24860
1307 1923 21757
1987 366 35545
671 1176 16868
59 979 21708
1703 1337 15784
1075 1329 14553
1005 1497 5255
642 1765 25036
812 1852 39387
716 395 27428
1928 53 7350
